Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,Direction,PhiScore,KanScore,Description,Yards,PlayType,Runner,Receiver,ForcedBy,DefendedBy,TackledBy,TackleAssist,InterceptedBy,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,PassDirection,IsSack,IsChallenge,IsChallengeReverse,Challenger,IsInterception,IsFumble,FumbleRecoveredByOffense,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RunDirection,IsPenaltyAccepted,PenaltyTeam,PenaltyType,PenaltyYards
2,0,28,PHI,KAN,2,10,46,KAN,21,14,Jalen Hurts pass complete short right to DeVonta Smith for 5 yards (tackle by Nick Bolton),5,Pass,NA,DeVonta Smith,NA,NA,Nick Bolton,NA,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
2,0,23,PHI,KAN,NA,NA,NA,NA,21,14,Timeout #2 by Philadelphia Eagles,0,Timeout,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
2,0,23,PHI,KAN,3,5,41,KAN,21,14,Jalen Hurts pass complete short right to A.J. Brown for 22 yards (tackle by Juan Thornhill),22,Pass,NA,AJ Brown,NA,NA,Juan Thornhill,NA,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
2,0,15,PHI,KAN,1,10,19,KAN,21,14,Jalen Hurts pass complete short left to Kenneth Gainwell for 2 yards (tackle by Trent McDuffie),2,Pass,NA,Kenneth Gainwell,NA,NA,Trent McDuffie,NA,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
2,0,04,PHI,KAN,NA,NA,NA,NA,21,14,Timeout #3 by Philadelphia Eagles,0,Timeout,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
2,0,04,PHI,KAN,2,8,17,KAN,24,14,Jake Elliott 35 yard field goal good,0,Field Goal,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,15,00,PHI,KAN,NA,NA,35,PHI,24,14,"Jake Elliott kicks off 65 yards, touchback.",0,Kickoff,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,15,00,KAN,PHI,1,10,25,KAN,24,14,Isiah Pacheco right tackle for 7 yards (tackle by Marcus Epps),7,Run,Isaiah Pacheco,NA,NA,NA,Marcus Epps,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Right,0,NA,NA,0
3,14,29,KAN,PHI,2,3,32,KAN,24,14,Isiah Pacheco right end for 2 yards (tackle by Haason Reddick),2,Run,Isaiah Pacheco,NA,NA,NA,Haason Reddick,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Right,0,NA,NA,0
3,13,54,KAN,PHI,3,1,34,KAN,24,14,Jerick McKinnon left tackle for 14 yards (tackle by C.J. Gardner-Johnson),14,Run,Jerick McKinnon,NA,NA,NA,CJ Gardner-Johnson,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
3,13,20,KAN,PHI,1,10,48,KAN,24,14,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Avonte Maddox),11,Pass,NA,Travis Kelce,NA,NA,Avonte Maddox,NA,NA,0,1,0,0,Short,Middle,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,12,42,KAN,PHI,1,10,41,PHI,24,14,Skyy Moore left end for 4 yards (tackle by James Bradberry),4,Run,Skyy Moore,NA,NA,NA,James Bradberry,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
3,12,12,KAN,PHI,2,6,37,PHI,24,14,Patrick Mahomes pass complete short middle to Justin Watson for 12 yards (tackle by Darius Slay),12,Pass,NA,Justin Watson,NA,NA,Darius Slay,NA,NA,0,1,0,0,Short,Middle,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,11,34,KAN,PHI,1,10,25,PHI,24,14,Jerick McKinnon up the middle for 7 yards (tackle by Milton Williams),7,Run,Jerick McKinnon,NA,NA,NA,Milton Williams,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
3,10,57,KAN,PHI,2,3,18,PHI,24,14,Patrick Mahomes scrambles right end for 14 yards (tackle by Marcus Epps),14,Scramble,Patrick Mahomes,NA,NA,NA,Marcus Epps,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Right,0,NA,NA,0
3,10,13,KAN,PHI,1,4,4,PHI,24,14,Patrick Mahomes pass complete short left to Jerick McKinnon for 3 yards (tackle by Avonte Maddox),3,Pass,NA,Jerick McKinnon,NA,NA,Avonte Maddox,NA,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,9,33,KAN,PHI,2,1,1,PHI,24,20,"Isiah Pacheco left tackle for 1 yard, touchdown",1,Run,Isaiah Pacheco,NA,NA,NA,Avonte Maddox,NA,NA,1,0,0,1,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
3,9,30,KAN,PHI,NA,NA,15,PHI,24,21,Harrison Butker kicks extra point good,0,Extra Point,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,9,30,KAN,PHI,NA,NA,35,KAN,24,21,"Harrison Butker kicks off 65 yards, touchback.",0,Kickoff,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,9,30,PHI,KAN,1,10,25,PHI,24,21,"Jalen Hurts pass complete short right to Miles Sanders for no gain. Miles Sanders fumbles (forced by L'Jarius Sneed), recovered by Nick Bolton at PHI-22, touchdown Replay Assistant challenged the fumble ruling, and the original play was overturned. Jalen Hurts pass incomplete short right intended for Miles Sanders (defended by L'Jarius Sneed)",0,Pass,NA,Miles Sanders,L'Jarius Sneed,NA,NA,NA,NA,0,1,0,0,Short,Right,0,1,1,Official,0,1,0,0,0,0,NA,0,NA,NA,0
3,9,27,PHI,KAN,2,10,25,PHI,24,21,Jalen Hurts pass complete short left to A.J. Brown for 4 yards (tackle by Willie Gay and Joshua Williams),4,Pass,NA,AJ Brown,NA,NA,Willie Gay,Joshua Williams,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,8,43,PHI,KAN,3,6,29,PHI,24,21,Jalen Hurts pass complete deep left to Dallas Goedert for 17 yards (tackle by Justin Reid),17,Pass,NA,Dallas Goedert,NA,NA,Justin Reid,NA,NA,0,1,0,0,Deep,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,8,14,PHI,KAN,1,10,46,PHI,24,21,Jalen Hurts pass complete short right to Quez Watkins for 8 yards (tackle by Juan Thornhill and L'Jarius Sneed),8,Pass,NA,Quez Watkins,NA,NA,Juan Thornhill,L'Jarius Sneed,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,7,50,PHI,KAN,2,2,46,KAN,24,21,Jalen Hurts pass incomplete short right,0,Pass,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,7,44,PHI,KAN,3,2,46,KAN,24,21,Kenneth Gainwell up the middle for 3 yards (tackle by Chris Jones),3,Run,Kenneth Gainwell,NA,NA,NA,Chris Jones,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
3,7,03,PHI,KAN,1,10,43,KAN,24,21,Jalen Hurts scrambles up the middle for 1 yard (tackle by Nick Bolton),1,Scramble,Jalen Hurts,NA,NA,NA,Nick Bolton,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
3,6,19,PHI,KAN,2,9,42,KAN,24,21,Jalen Hurts pass incomplete deep left intended for Quez Watkins,0,Pass,NA,Quez Watkins,NA,NA,NA,NA,NA,0,1,1,0,Deep,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,6,13,PHI,KAN,3,9,42,KAN,24,21,"Penalty on PHI: Delay of Game, 5 yards (accepted) (no play)",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,1,0,0,NA,1,PHI,Delay Of Game,5
3,6,13,PHI,KAN,3,14,47,KAN,24,21,"Jalen Hurts pass complete deep right to Dallas Goedert for 17 yards (tackle by Bryan Cook) KAN challenged the pass completion ruling, and the play was upheld.",17,Pass,NA,Dallas Goedert,NA,NA,Bryan Cook,NA,NA,0,1,0,0,Deep,Right,0,1,0,KAN,0,0,0,0,0,0,NA,0,NA,NA,0
3,5,55,PHI,KAN,1,10,30,KAN,24,21,Miles Sanders right end for 4 yards (tackle by Nick Bolton),4,Run,Miles Sanders,NA,NA,NA,Nick Bolton,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Right,0,NA,NA,0
3,5,14,PHI,KAN,2,6,26,KAN,24,21,Miles Sanders up the middle for 5 yards (tackle by Nick Bolton),5,Run,Miles Sanders,NA,NA,NA,Nick Bolton,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
3,4,35,PHI,KAN,3,1,21,KAN,24,21,Miles Sanders right end for no gain (tackle by Nick Bolton and Leo Chenal),0,Run,Miles Sanders,NA,NA,NA,Nick Bolton,Leo Chenal,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Right,0,NA,NA,0
3,4,02,PHI,KAN,4,1,21,KAN,24,21,Jalen Hurts up the middle for 2 yards (tackle by Trent McDuffie),2,Run,Jalen Hurts,NA,NA,NA,Trent McDuffie,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
3,3,17,PHI,KAN,1,10,19,KAN,24,21,Jalen Hurts sacked by Khalen Saunders for -1 yards,-1,Pass,NA,NA,NA,NA,Khalen Saunders,NA,NA,0,0,0,0,NA,NA,1,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,2,36,PHI,KAN,2,11,20,KAN,24,21,Jalen Hurts pass incomplete short middle intended for Dallas Goedert,0,Pass,NA,Dallas Goedert,NA,NA,NA,NA,NA,0,1,1,0,Short,Middle,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,2,32,PHI,KAN,NA,NA,NA,NA,24,21,Timeout #1 by Philadelphia Eagles,0,Timeout,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,2,32,PHI,KAN,3,11,20,KAN,24,21,Jalen Hurts pass complete short right to Kenneth Gainwell for 5 yards (tackle by Nick Bolton),5,Pass,NA,Kenneth Gainwell,NA,NA,Nick Bolton,NA,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,1,48,PHI,KAN,4,6,15,KAN,27,21,Jake Elliott 33 yard field goal good,0,Field Goal,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,1,45,PHI,KAN,NA,NA,35,PHI,27,21,"Jake Elliott kicks off 65 yards, touchback.",0,Kickoff,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,1,45,KAN,PHI,1,10,25,KAN,27,21,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by T.J. Edwards),3,Pass,NA,Travis Kelce,NA,NA,TJ Edwards,NA,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,1,10,KAN,PHI,2,7,28,KAN,27,21,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 8 yards (tackle by Avonte Maddox),8,Pass,NA,JuJu Smith-Schuster,NA,NA,Avonte Maddox,NA,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
3,0,38,KAN,PHI,1,10,36,KAN,27,21,Isiah Pacheco right tackle for 9 yards (tackle by Avonte Maddox),9,Run,Isaiah Pacheco,NA,NA,NA,Avonte Maddox,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Right,0,NA,NA,0
3,0,04,KAN,PHI,2,1,45,KAN,27,21,Isiah Pacheco up the middle for 11 yards (tackle by Javon Hargrave and C.J. Gardner-Johnson),11,Run,Isaiah Pacheco,NA,NA,NA,Javon Hargrave,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,15,00,KAN,PHI,1,10,44,PHI,27,21,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 14 yards (tackle by Avonte Maddox),14,Pass,NA,JuJu Smith-Schuster,NA,NA,Avonte Maddox,NA,NA,0,1,0,0,Short,Middle,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,14,19,KAN,PHI,1,10,30,PHI,27,21,"Penalty on Josh Sweat: Neutral Zone Infraction, 5 yards (accepted) (no play)",0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,1,0,0,NA,1,PHI,Neutral Zone Infraction,5
4,14,04,KAN,PHI,1,5,25,PHI,27,21,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 13 yards (tackle by James Bradberry),13,Pass,NA,JuJu Smith-Schuster,NA,NA,James Bradberry,NA,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,13,29,KAN,PHI,1,10,12,PHI,27,21,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 3 yards (tackle by James Bradberry),3,Pass,NA,JuJu Smith-Schuster,NA,NA,James Bradberry,NA,NA,0,1,0,0,Short,Middle,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,12,49,KAN,PHI,2,7,9,PHI,27,21,Jerick McKinnon left end for 4 yards (tackle by Marcus Epps and James Bradberry),4,Run,Jerick McKinnon,NA,NA,NA,Marcus Epps,James Bradberry,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
4,12,08,KAN,PHI,3,3,5,PHI,27,27,"Patrick Mahomes pass complete short right to Kadarius Toney for 5 yards, touchdown",5,Pass,NA,Kadarius Toney,NA,NA,NA,NA,NA,0,1,0,1,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,12,04,KAN,PHI,NA,NA,15,PHI,27,28,Harrison Butker kicks extra point good,0,Extra Point,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,12,04,KAN,PHI,NA,NA,35,KAN,27,28,"Harrison Butker kicks off 65 yards, touchback.",0,Kickoff,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,12,04,PHI,KAN,1,10,25,PHI,27,28,Jalen Hurts pass complete short right to Dallas Goedert for 5 yards (tackle by Leo Chenal),5,Pass,NA,Dallas Goedert,NA,NA,Leo Chenal,NA,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,11,22,PHI,KAN,2,5,30,PHI,27,28,Jalen Hurts pass complete short left to Zach Pascal for 2 yards (tackle by Juan Thornhill),2,Pass,NA,Zach Pascal,NA,NA,Juan Thornhill,NA,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,10,40,PHI,KAN,3,3,32,PHI,27,28,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,0,Pass,NA,DeVonta Smith,NA,NA,NA,NA,NA,0,1,1,0,Deep,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,10,33,PHI,KAN,4,3,32,PHI,27,28,"Arryn Siposs punts 38 yards, returned by Kadarius Toney for 65 yards (tackle by Arryn Siposs)",65,Punt,Kadarius Toney,NA,NA,NA,Arryn Siposs,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,10,11,KAN,PHI,1,5,5,PHI,27,28,Isiah Pacheco up the middle for 1 yard (tackle by Josh Sweat),1,Run,Isaiah Pacheco,NA,NA,NA,Josh Sweat,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,9,31,KAN,PHI,2,4,4,PHI,27,28,Patrick Mahomes pass incomplete short middle,0,Pass,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,Short,Middle,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,9,26,KAN,PHI,3,4,4,PHI,27,34,"Patrick Mahomes pass complete short left to Skyy Moore for 4 yards, touchdown",4,Pass,NA,Skyy Moore,NA,NA,NA,NA,NA,0,1,0,1,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,9,22,KAN,PHI,NA,NA,15,PHI,27,35,Harrison Butker kicks extra point good,0,Extra Point,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,9,22,KAN,PHI,NA,NA,35,KAN,27,35,"Harrison Butker kicks off 65 yards, touchback.",0,Kickoff,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,9,22,PHI,KAN,1,10,25,PHI,27,35,Miles Sanders up the middle for 6 yards (tackle by Frank Clark),6,Run,Miles Sanders,NA,NA,NA,Frank Clark,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,8,39,PHI,KAN,2,4,31,PHI,27,35,Miles Sanders left end for 3 yards (tackle by Joshua Williams),3,Run,Miles Sanders,NA,NA,NA,Joshua Williams,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
4,8,08,PHI,KAN,3,1,34,PHI,27,35,Jalen Hurts up the middle for 2 yards (tackle by Willie Gay),2,Run,Jalen Hurts,NA,NA,NA,Willie Gay,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,7,25,PHI,KAN,1,10,36,PHI,27,35,Jalen Hurts sacked by Leo Chenal for -1 yards,-1,Pass,Jalen Hurts,NA,NA,NA,Leo Chenal,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,6,46,PHI,KAN,2,11,35,PHI,27,35,Jalen Hurts pass complete short left to A.J. Brown for 7 yards (tackle by Nick Bolton),7,Pass,NA,AJ Brown,NA,NA,Nick Bolton,NA,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,6,07,PHI,KAN,3,4,42,PHI,27,35,Jalen Hurts pass complete short right to A.J. Brown for 11 yards (tackle by L'Jarius Sneed),11,Pass,NA,AJ Brown,NA,NA,L'Jarius Sneed,NA,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,5,45,PHI,KAN,1,10,47,KAN,27,35,Jalen Hurts pass complete deep left to DeVonta Smith for 45 yards,45,Pass,NA,DeVonta Smith,NA,NA,NA,NA,NA,0,1,0,0,Deep,Left,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,5,20,PHI,KAN,1,2,2,KAN,33,35,"Jalen Hurts up the middle for 2 yards, touchdown",2,Run,Jalen Hurts,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,5,15,PHI,KAN,NA,NA,2,KAN,35,35,"Two Point Attempt: Jalen Hurts rushes, conversion succeeds.",2,Run,Jalen Hurts,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,1,1,Middle,0,NA,NA,0
4,5,15,PHI,KAN,NA,NA,35,PHI,35,35,"Jake Elliott kicks off 65 yards, touchback.",0,Kickoff,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,5,15,KAN,PHI,1,10,25,KAN,35,35,Isiah Pacheco left tackle for 3 yards (tackle by Javon Hargrave),3,Run,Isaiah Pacheco,NA,NA,NA,Javon Hargrave,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
4,4,37,KAN,PHI,2,7,28,KAN,35,35,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for 10 yards (tackle by Darius Slay),10,Pass,NA,JuJu Smith-Schuster,NA,NA,Darius Slay,NA,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,4,32,KAN,PHI,1,10,38,KAN,35,35,Isiah Pacheco up the middle for 2 yards (tackle by C.J. Gardner-Johnson and Javon Hargrave),2,Run,Isaiah Pacheco,NA,NA,NA,CJ Gardner-Johnson,Javon Hargrave,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,4,11,KAN,PHI,2,8,40,KAN,35,35,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Kyzir White and Marcus Epps),7,Pass,NA,Travis Kelce,NA,NA,Kyzir White,Marcus Epps,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,3,37,KAN,PHI,3,1,47,KAN,35,35,Isiah Pacheco left end for 10 yards (tackle by C.J. Gardner-Johnson),10,Run,Isaiah Pacheco,NA,NA,NA,CJ Gardner-Johnson,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
4,2,55,KAN,PHI,1,10,43,PHI,35,35,Patrick Mahomes scrambles up the middle for 26 yards (tackle by Kyzir White),26,Scramble,Patrick Mahomes,NA,NA,NA,Kyzir White,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,2,07,KAN,PHI,1,10,17,PHI,35,35,Isiah Pacheco up the middle for 2 yards (tackle by Kyzir White),2,Run,Isaiah Pacheco,NA,NA,NA,Kyzir White,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Middle,0,NA,NA,0
4,2,00,KAN,PHI,2,8,15,PHI,35,35,Patrick Mahomes pass complete short right to JuJu Smith-Schuster for no gain (tackle by Avonte Maddox and T.J. Edwards),0,Pass,NA,JuJu Smith-Schuster,NA,NA,Avonte Maddox,TJ Edwards,NA,0,1,0,0,Short,Right,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,1,54,KAN,PHI,NA,NA,NA,NA,35,35,Timeout #2 by Philadelphia Eagles,0,Timeout,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,1,54,KAN,PHI,3,8,15,PHI,35,35,"Patrick Mahomes pass incomplete short left intended for JuJu Smith-Schuster. Penalty on James Bradberry: Defensive Holding, 4 yards (accepted) (no play)",0,Pass,NA,JuJu Smith-Schuster,NA,NA,NA,NA,NA,0,1,0,0,Short,Left,0,0,0,NA,0,0,0,1,0,0,NA,1,PHI,Defensive Holding,4
4,1,48,KAN,PHI,1,10,11,PHI,35,35,Jerick McKinnon left end for 9 yards,9,Run,Jerick McKinnon,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,Left,0,NA,NA,0
4,1,36,KAN,PHI,NA,NA,NA,NA,35,35,Timeout #3 by Philadelphia Eagles,0,Timeout,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,1,36,KAN,PHI,2,1,2,PHI,35,35,Patrick Mahomes kneels for -5 yards,-5,Kneel,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,0,54,KAN,PHI,NA,NA,NA,NA,35,35,Timeout #2 by Kansas City Chiefs,0,Timeout,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,0,54,KAN,PHI,3,6,7,PHI,35,35,Patrick Mahomes kneels for -2 yards,-2,Kneel,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,0,11,KAN,PHI,NA,NA,NA,NA,35,35,Timeout #3 by Kansas City Chiefs,0,Timeout,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,0,11,KAN,PHI,4,8,9,PHI,35,38,Harrison Butker 27 yard field goal good,0,Field Goal,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,0,08,KAN,PHI,NA,NA,35,KAN,35,35,"Harrison Butker kicks off 40 yards, returned by Kenneth Gainwell for 11 yards (tackle by Darius Harris)",11,Kickoff,Kenneth Gainwell,NA,NA,NA,Darius Harris,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0
4,0,06,PHI,KAN,1,10,36,PHI,35,35,Jalen Hurts pass incomplete deep middle,0,Pass,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,Deep,Middle,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0